name;pixelCount;target;original;blur;contrast;gamma
2386546318_0f168aaf64_2034_10871315@N05;786432;11;10;3;10;10
2390081401_997854065f_2060_10284940@N06;985088;13;13;9;12;12
2390382709_353b059476_3102_33399358@N00;731136;11;11;4;11;11
2396972592_e9cf4cf28f_2380_28927228@N00;145518;12;3;0;3;3
2404985042_07e739ff24_3001_25539249@N03;788832;12;12;8;12;12
2413406965_56dfb16a90_2199_25965014@N00;786432;10;10;6;9;9
2414246574_f53b9f0dca_2308_36484281@N00;704990;9;9;7;9;9
2414319911_9be614b276_2289_25141905@N02;187500;10;7;0;4;5
2441210388_38b62e7871_2122_22609217@N05;786432;10;10;5;10;10
2447167485_51253c406a_2106_15891271@N03;185000;10;3;0;4;3
2452309005_2d6fd7aa45_2086_25839130@N08;187500;12;2;0;2;2
2458708202_d8d907dc55_2261_44798325@N00;180000;12;6;0;5;3
2461657127_c737e17b42_3059_31332286@N00;701440;11;11;7;11;11
2462232186_7aa79c6244_2368_26160848@N04;195500;11;9;1;6;8
2462486430_99d7826c27_3108_31332286@N00;701440;10;10;7;10;9
2465622381_79d85a1de1_2307_9886600@N06;887808;14;14;11;14;14
2489326263_d047f618d7_2201_22610010@N06;760832;10;10;4;10;10
2503169687_d312838f77_2151_59663349@N00;910336;10;10;5;10;10
2508407001_4182a28222_2132_11246063@N07;1048576;9;9;8;9;9
2514477627_8c59c65012_2242_26846061@N08;699392;11;11;6;11;11
2523449580_7dcb9911df_2289_10334255@N07;699392;10;10;8;10;10
2565492283_09f2f21445_3258_27541055@N06;786432;12;13;8;12;12
2565493031_6d9d06d4b6_3271_27541055@N06;786432;12;12;9;12;12
2573578379_7109ecb5c7_3031_77206608@N00;825344;8;8;7;8;8
2574795189_6f9842995a_3269_37112907@N00;786432;11;11;5;10;11
2579874540_966edca955_3057_47717680@N00;786432;11;11;8;11;11
2584937149_b57ea5236c_3141_43862911@N00;695296;14;13;6;13;14
2602330014_7fd6e14266_3243_23966167@N04;699392;8;8;4;8;8
2612796778_2a1b9f7e4f_3042_26655380@N02;747520;8;8;7;8;8
2620035751_80130c902e_3185_45012438@N00;699392;9;9;9;9;9
2620291758_7150a528e7_3068_29139809@N00;786432;10;10;5;10;10
2622272983_c6968ffbe3_3170_21295125@N05;729088;13;13;2;12;13
2628733899_43dd84958f_3046_88255094@N00;167500;10;4;0;3;1
2644389140_68a5f19955_3117_37506996@N00;786432;10;10;4;9;10
353397003_1dca2e74c2_138_97443916@N00;699392;8;8;7;8;8
353877086_6aef28c18e_128_50865222@N00;701440;13;13;8;13;13
360191555_c1200a2a7a_43_61623139@N00;786432;9;9;3;9;9
360829301_0282100fe1_137_83102089@N00;699392;10;10;9;10;10
361720876_e04e4e8d29_161_78808252@N00;187500;8;7;1;7;7
363799222_300a3bd09e_175_20947166@N00;838656;9;9;9;9;9
365435408_9ba7efca77_144_70255663@N00;821248;9;8;8;8;9
373683968_46cfe5fe97_159_95048827@N00;698368;13;12;6;10;9
381730923_5457d320e6_140_19478924@N00;197000;9;8;3;8;8
386094031_104652a6a6_174_74038169@N00;697344;10;9;8;9;9
391538176_3b63dd26ba_155_65369912@N00;699392;9;9;7;9;9
392991715_1f3af02fa0_141_65782388@N00;178500;11;8;0;8;8
394017989_f9a9d2a202_149_38328896@N00;786432;13;13;8;13;13
395174071_977e8a9062_148_80964197@N00;166500;12;11;2;10;11
397858140_01e6806d39_180_19296631@N00;786432;13;12;10;12;12
399253098_96813dba21_139_64171464@N00;786432;9;9;4;8;8
399500430_728e9be4f5_178_17952289@N00;187500;13;7;0;7;7
399508255_e93b13faf7_128_48889086376@N01;187500;9;9;0;9;9
407144203_617bb94f26_146_45292431@N00;699392;9;9;10;9;9
409313907_6b776b61a3_156_94483943@N00;698368;8;8;6;8;8
410710372_80e6c3a7b8_166_66221021@N00;697344;9;9;6;9;9
415218286_97e541f00b_162_55434402@N00;802816;9;9;6;9;9
418235434_c31f148b70_179_60525476@N00;699392;10;10;8;10;10
423036826_f2a959eb43_181_64155482@N00;699392;10;10;2;10;10
428111855_adc25a821d_182_7224625@N02;167000;14;14;0;13;12
435065171_d2088a269e_147_20508444@N00;187500;10;4;0;4;5
438385913_2acefd6813_173_75661595@N00;808960;11;11;9;11;11
442624957_178dd9dc6b_186_27049508@N00;793600;13;13;10;13;13
446368778_8ba4cbe88a_246_62929416@N00;786432;11;11;9;11;11
448093101_ab74da014a_202_47255063@N00;224500;9;9;6;9;9
448169157_f052231cd1_240_89944566@N00;169000;11;9;0;8;9
452315833_085fa89cf0_169_26992755@N00;786432;10;9;9;9;9
454697826_40cef76994_176_55469367@N00;838656;9;9;4;9;9
454941896_bffb0c7d68_238_71631202@N00;786432;11;11;5;11;10
455932998_7a08fa228c_215_74676512@N00;187500;8;8;0;8;7
458864812_bf157bfb44_206_7195158@N02;749568;8;8;6;8;8
461862882_25902e9f85_227_27977451@N00;737280;11;11;9;11;11
462916752_5f710499bd_181_79419310@N00;708608;14;14;13;14;14
466185756_3bcbd8760a_212_33258049@N00;178500;11;11;2;11;11
466407148_49a169e9bb_197_20732009@N00;166500;10;5;1;5;5
467873235_aa83023435_193_52407599@N00;699392;11;11;6;9;11
485976565_1a3f77a64a_189_44124390152@N01;786432;11;11;2;11;11
486941680_54043df593_187_54739181@N00;187500;9;2;0;2;2
488245874_122079fdf7_197_18745595@N00;786432;12;12;7;12;12
489052919_d7e0f95395_199_81098784@N00;166500;10;10;7;10;10
492700349_df2fc90b73_199_7439293@N07;786432;8;8;6;8;8
493469698_0f73d4c25a_191_92932782@N00;838656;8;8;5;8;8
493778081_3057acce28_189_26567095@N00;159000;11;11;0;11;11
493923590_8ff537ebbb_224_57532619@N00;748544;8;8;3;8;8
503581499_d53f768b85_218_76602190@N00;786432;8;8;7;8;8
505151623_0e963320a1_196_32147122@N00;699392;9;9;7;9;9
510307012_7bf8004b0f_229_85662048@N00;755712;11;11;2;11;11
526523102_2597b2547e_1029_8650855@N04;163964;13;7;0;7;7
527205141_66c51d4d55_1010_61104818@N00;697344;11;10;3;10;11
528849289_0a4a1dddd0_1189_17599328@N00;166500;12;8;0;8;5
529102361_b6f2ef67c5_1193_31849008@N00;699392;11;11;6;11;11
530830255_df720d7fe7_1172_44942009@N00;187500;8;8;2;8;8
531633048_5c4deb4610_1269_41158151@N00;786432;14;14;2;14;14
534124801_37a3be7864_1111_99023742@N00;700416;12;12;5;10;10
534731394_ae0fee73bb_1131_8230219@N07;187500;14;11;1;11;8
535119630_edf4587910_1408_33391148@N00;698368;9;9;4;9;9
536843587_b375ffbfa9_1085_50397456@N00;697344;13;13;2;12;13
539221102_34c8e11c77_1360_20333957@N00;786432;10;10;5;10;10
539406672_c18f0af223_1370_97434557@N00;699392;9;9;7;9;9
557284078_89d21ce82e_1236_56194237@N00;167000;12;8;0;8;8
558691085_a91626c2f7_1103_22582070@N00;247000;9;8;3;7;6
571448758_aeb847f083_1398_30022287@N00;187500;9;5;0;5;5
594514387_70fc1471b3_1016_9030448@N07;848896;10;10;9;10;10
604146365_489362c7ca_1332_9235434@N03;786432;10;10;5;10;10
623343254_4f5598807f_1293_22962125@N00;699392;8;8;7;8;8
691310492_9ac79760da_1216_9568273@N07;532230;11;10;5;10;10
696562503_72a2033913_1421_65345905@N00;167000;8;2;0;2;2
708162483_602c55cda8_1171_8938290@N02;748544;8;8;8;8;8
716292792_5db24f3043_1162_81438057@N00;187000;10;9;1;9;9
728452585_b996312556_1143_9740589@N06;786432;11;11;3;11;11
756675800_01dc17adc6_1224_20123221@N00;786432;10;10;5;10;10
783438288_b05d5c087e_1261_9111203@N07;699392;10;9;4;9;9
822960978_25deed7c9b_1027_77039160@N00;187500;11;6;1;4;4
829251235_6e39894f0e_1261_68749504@N00;839680;11;11;10;11;11
833822975_8e81e56d7b_1275_10226009@N08;786432;13;13;8;13;12
854011527_009acb01d3_1089_21888464@N00;699392;10;10;5;10;10
863835786_b958d90b7b_1185_47578443@N00;177500;14;1;0;0;0
869007636_7d8fc0f200_1361_87188591@N00;699392;12;11;6;11;11
882310537_ca09349710_1133_68245613@N00;699392;8;7;7;7;7
887111419_6fa90a169f_1345_7412121@N07;158000;10;10;1;10;9
894184118_712b71d88e_1038_75132993@N00;199000;9;8;1;8;8
924344348_5367bce4ae_1244_47142807@N00;167500;14;4;0;4;2
957143662_3e8d8a9dd5_1029_46422416@N00;786432;8;8;8;8;8
959921768_3d3f6bffc2_1214_48889072053@N01;786432;9;9;5;9;9
961959445_a43006456a_1382_29451596@N00;786432;9;9;4;9;9
980686247_47672732f0_1204_90663434@N00;786432;12;10;6;10;10
1043472312_7864533c8d_1208_7254887@N02;881664;10;7;0;7;8
1071956625_f63a39535a_1340_83328726@N00;657408;11;9;1;7;10
1177610375_b086ce35a8_1169_7736030@N03;702464;9;5;0;5;5
1180708356_aae612d617_1147_8193068@N04;786432;8;5;0;5;5
1196128083_e5628efa82_1051_8782085@N04;187500;8;4;0;4;4
1316248145_d10f2b6ebc_1062_49082678@N00;187500;8;0;0;0;0
1377292094_ef0818ae59_1138_65974463@N00;166000;11;0;0;0;0
1414665030_cd8df19ffe_1243_8559838@N03;786432;9;9;0;9;9
1507908241_2b35705a33_2302_39541073@N00;187500;8;1;0;1;2
1560601462_86bc1ce3b1_2260_14959386@N03;786432;11;11;0;11;11
1589883043_890bf0933a_2065_15187930@N07;678912;8;4;0;3;4
1636981032_1d4fea5a82_2260_13949049@N08;152100;14;0;0;0;0
1658524288_c2d500badf_2129_12020257@N03;187500;9;0;0;0;0
1731848492_c9ace7ce1c_2171_67521754@N00;786432;9;7;2;7;7
1800038805_cedbc5854b_2055_14274301@N02;786432;9;7;1;7;7
1803445509_cb300c840b_2039_51035566494@N01;786432;8;7;2;7;7
1867106679_80807f8dc5_2024_12429079@N00;697344;12;8;1;8;7
1925785330_c901388aea_2353_51084284@N00;187500;9;4;1;4;3
2049884041_51aa837f67_2372_13468449@N03;786432;10;9;1;9;9
2066652451_6629b92725_2257_11027485@N06;791552;9;9;2;9;8
2076811901_abb7762fb6_2379_21420162@N06;786432;11;9;1;9;9
2078498162_e84491923c_2163_21430062@N04;187000;13;0;0;0;0
2083871197_6788508a96_2104_17337515@N04;699392;13;11;1;10;11
2085127334_47ba72f14a_2002_17337515@N04;786432;13;9;1;6;8
2091675507_b6c9b1d9f0_2103_11214855@N07;187500;8;0;0;0;0
2094812639_f25ef7b02d_2288_64226949@N00;166500;13;0;0;0;0
2109971470_10e37f32f2_2217_91835761@N00;786432;8;8;1;8;8
1171813547_8a98c4d958_1110_54777227@N00;698368;8;8;0;7;8
1518791126_d00951c07f_2346_75229645@N00;786432;8;8;2;8;8
2068787735_ed332f8b70_2137_89027534@N00;699392;8;7;3;7;7
2092145718_6e6b6d2827_2043_69188844@N00;696320;9;8;5;8;9
1006156658_c299a45f45_1414_9284053@N07;786432;9;9;5;9;9
1007829749_0d06f59af3_1245_79421486@N00;786432;12;9;3;9;9
1022557027_4225186c33_1243_30634528@N00;202500;8;6;1;6;6
1036339436_4de1934ec0_1184_90678392@N00;786432;8;7;0;7;8
1046740940_9ce753d73c_1022_35468148239@N01;187500;8;1;0;1;1
1047069182_002247e43f_1155_7463731@N05;697344;10;10;3;10;9
1067488862_e2f5158f67_1275_85801505@N00;696320;10;10;2;10;9
1067543938_d9e69b00ac_1006_76657225@N00;786432;8;8;2;7;8
1084706842_cdb498fce5_1211_14336641@N00;188000;8;2;0;2;2
1085024200_748f4fd47b_1362_55657287@N00;786432;10;9;2;9;9
1103706244_67fe945d3d_1284_12547658@N00;187500;9;4;0;4;4
1112253861_7a904d0fef_1104_71377087@N00;786432;10;10;3;10;10
1115198701_1d368cb5d4_1305_9124335@N02;786432;10;10;1;9;10
1116760177_ce83666542_1102_31549379@N00;187500;8;7;0;7;7
1117694167_7801aeb465_1138_59002852@N00;702464;11;11;1;11;11
1124753138_d5ac6229c2_1146_10707019@N03;786432;9;9;5;9;9
1140190680_585391f389_1351_40648422@N00;697344;8;8;5;8;8
1141997652_226262479d_1332_73827083@N00;739328;10;10;4;9;10
1148309157_40d2dde6e7_1073_22255377@N00;166500;9;4;0;3;3
1148699550_8aa894d587_1192_11607885@N02;778240;11;9;1;9;7
1151015304_55dd674082_1039_15495712@N00;786432;8;7;6;7;8
1174277945_59b3a8e183_1323_85869935@N00;187500;9;8;0;8;8
1176633608_3ddd75e409_1201_8354045@N03;699392;9;7;5;8;7
1181217172_5ad86402af_1132_86016366@N00;786432;8;7;0;5;7
1207968994_6d173f014c_1041_83547826@N00;697344;11;11;2;11;11
1215290569_766f422eed_1299_14188399@N00;786432;8;8;4;8;8
1224556131_19896ed799_1306_67674669@N00;786432;8;8;5;8;8
1261230188_52effc0b8b_1022_82049168@N00;696320;10;9;3;9;10
1270583545_3c34c3aab6_1369_46651577@N00;786432;9;9;6;9;9
1320806783_cd11909f58_1286_12151266@N08;786432;9;9;7;9;9
1362051002_44f59a8b05_1152_13987147@N00;786432;9;8;3;7;8
1371861349_e40d5882bd_1084_92727063@N00;770048;11;10;4;10;10
1386128425_dca85c8653_1012_8861680@N08;784384;10;9;2;8;9
1411471108_027cecef29_1099_90317147@N00;786432;9;9;1;9;9
1416225579_a62dace989_1025_14848876@N00;702464;11;11;1;11;11
1472206195_8a2e85bab1_1049_76726734@N00;786432;10;10;9;10;10
1568778097_b4e07c92f1_2117_14354200@N04;786432;9;9;3;9;9
1574131380_0175981c3e_2208_85854102@N00;697344;9;9;3;8;9
1000917990_1455295486_1196_87156729@N00;193500;13;6;0;6;7
1006149518_250f8036fc_1438_9284053@N07;786432;9;9;4;9;9
1006385919_32ee460b33_1072_33758034@N00;167000;12;3;0;2;2
1008219544_85e2461206_1136_55996889@N00;786432;11;11;6;11;11
1008330848_15157eeace_1052_20647241@N00;187500;14;1;0;1;0
1008342398_68d804510e_1251_20647241@N00;166000;11;6;0;6;6
1017537957_b5176a737f_1319_92902415@N00;187500;12;2;0;2;2
1019136937_efb800c3cc_1221_7377890@N08;187500;9;4;1;4;2
1021154824_18dc2c4117_1295_19077428@N00;166000;9;5;1;4;4
1022537459_c3c2717529_1091_10990314@N05;786432;12;11;5;11;11
1024315457_1b8cf0d778_1414_10990314@N05;786432;12;11;3;11;11
1028046059_3186354ea5_1287_12228841@N00;786432;13;13;3;13;12
1029919754_57894a2483_1080_43151160@N00;175500;12;10;0;10;10
1031510218_5a6618f10e_1077_97866605@N00;187500;11;1;0;0;0
1036510236_fa1d8f029c_1422_99066543@N00;786432;14;13;6;13;13
1042012872_f45460395d_1363_88025588@N00;120000;9;3;0;4;3
1047877894_29867e2d78_1328_11193878@N08;786432;12;12;1;11;11
1055885732_cbb120bb73_1004_10105487@N00;200000;13;1;0;1;0
1057859057_e40ba7ad71_1330_8681059@N04;167000;9;8;0;8;6
1062089964_93cce0b413_1371_93455345@N00;786432;14;14;11;14;14
1062858214_39aa165c70_1172_82073554@N00;187500;12;5;0;3;5
1069616547_8edd5de7b0_1334_44459794@N00;198000;14;1;0;1;0
1073866023_a22a4930e8_1256_64942349@N00;187500;13;2;0;2;2
1074188118_9b94da9dc3_1376_10414072@N05;786432;12;12;5;11;11
1074829097_4b7235410e_1283_7406279@N06;786432;11;9;4;9;9
1076617603_926ba4b914_1229_11261088@N04;786432;9;9;6;9;6
1078075441_fccad3f443_1016_65248668@N00;167000;11;0;0;0;0
1083250985_a2181c08ae_1369_75143536@N00;786432;9;9;4;9;9
1083357678_053b75fd83_1299_38357025@N00;786432;14;14;4;13;13
1089875050_c8ed1b7ad9_1135_50383495@N00;786432;11;11;2;10;10
1093981732_3a38df3024_1087_11341517@N06;786432;12;12;7;12;11
1094098199_a1de3c6cba_1053_8430900@N06;187500;14;14;0;14;11
1097164771_fcf12977e7_1197_11394263@N08;174000;9;9;0;9;9
1097870068_42367d59e0_1005_82981534@N00;187500;9;9;4;9;9
1101105899_062ab3a90e_1030_23993680@N00;701440;10;10;3;10;10
1107810547_883df7f33c_1076_31751038@N00;875520;9;9;5;9;9
1108505512_6d7f211290_1290_70708696@N00;187500;14;11;1;10;11
1109207819_3e0554c789_1402_71453924@N00;699392;11;8;4;9;11
1110108807_f0969d011a_1133_92688336@N00;187500;10;0;0;0;0
1114161277_8c57146317_1221_72525533@N00;786432;12;12;4;12;12
1117933416_2c4c0288d7_1278_56896866@N00;166500;14;5;1;6;5
1126677103_d52a0518be_1284_76992465@N00;187500;10;9;4;9;8
1127299769_507eb7521b_1149_44124481424@N01;689152;13;13;11;13;13
1131774015_f966ffdb30_1349_95396592@N00;786432;14;14;12;14;14
1141155489_7dd661bf4e_1128_73827083@N00;176500;10;3;0;2;3
1144886696_d76ab6d498_1134_11209480@N03;184000;10;0;0;0;0
1145345755_00bd21e18f_1354_8662647@N03;677888;11;11;4;11;11
1161833390_dd1ea32e27_1018_9288141@N03;187500;12;4;1;4;4
1173706757_9c48f12924_1404_70051964@N00;697344;9;9;7;9;9
1176872723_608d2b51f5_1182_11827993@N08;165900;12;8;0;8;7
1178429752_e50b5934b4_1055_98787884@N00;786432;12;12;1;11;11
1178575944_8ae83d6866_1352_47592966@N00;697344;11;10;4;10;10
1179965605_00f6e9d158_1199_81401272@N00;786432;12;12;1;12;12
1180692112_5c37fb5b61_1219_69318206@N00;187500;14;1;0;0;0
1194185717_1fde09e628_1149_58768707@N00;786432;11;11;5;11;11
1195093998_9b567511ff_1343_11928508@N08;187500;9;2;0;2;3
1200334362_151378747d_1029_33469096@N00;187500;9;9;1;9;9
1207457285_834e5dadd5_1118_11927456@N02;178000;11;6;0;6;6
1207855025_3776e4dee6_1085_11414938@N00;786432;13;13;5;13;13
1210545062_9e013ddc4a_1250_16886240@N00;786432;11;12;6;11;12
1226246427_2c8f2f34f6_1312_25896208@N00;786432;14;11;4;11;10
1233860547_96c9251a12_1201_12119387@N05;786432;13;13;6;13;13
1238853069_058d20e318_1427_11700979@N05;786432;10;10;8;10;10
1244269424_d208c1c339_1097_77036182@N00;699392;11;11;2;11;11
1251374416_610debb849_1410_35834626@N00;699392;10;10;6;10;10
1261460214_d51743f0e4_1351_91948656@N00;241000;10;10;0;9;9
1304472499_c23d4fece0_1334_67596739@N00;699392;14;13;5;13;13
1309553635_dbd549ca4c_1129_85511080@N00;786432;12;11;5;11;11
1316958994_7d4bf51646_1390_66785236@N00;166000;12;9;0;9;9
1322409869_7c18115366_1106_22962125@N00;786432;10;10;7;10;10
1332121143_172aac9624_1017_9685991@N08;786432;10;11;3;10;10
1332512247_2c6891e3f5_1387_94445105@N00;187500;11;4;0;4;4
1335186328_04fc086eec_1404_38385705@N00;187500;11;9;0;8;7
1335842465_a3e53efb51_1054_12179293@N00;786432;10;10;4;10;10
1342441740_6d74f8f6c0_1032_59722402@N00;187500;10;5;0;5;4
1345980120_5d8666d70b_1276_76237384@N00;796672;13;13;8;13;13
1351295922_95c71c0db1_1113_69771821@N00;701440;11;11;7;11;11
1351329812_f1502d495d_1384_69771821@N00;701440;10;10;5;9;9
1354156772_147b4eca66_1392_21843186@N00;166500;10;4;0;4;4
1358278916_b6bbce6826_1212_52043707@N00;832512;11;10;5;10;9
1358938528_13e5edb1e8_1121_28083700@N00;187500;13;8;1;8;7
1363064049_7025c0a267_1206_44352513@N00;694272;14;14;7;14;14
1365812422_aeba695163_1356_58379914@N00;187500;13;4;0;4;3
1368411999_125d06e725_1342_13454784@N08;786432;12;10;1;10;10
1381480649_51430c742b_1356_13540986@N08;786432;14;14;1;14;14
1384748506_3d845ce8ee_1122_69466902@N00;167000;10;10;1;10;10
1385511535_6e35a1dbd9_1414_12780892@N06;786432;14;14;4;14;13
1386292916_9aaa66cb4a_1408_19349404@N00;786432;13;13;5;13;13
1386425513_65bfe1c7dc_1140_13654620@N08;786432;10;10;3;10;8
1387267490_294d5d7f76_1334_13654620@N08;786432;10;10;8;10;10
1394292885_5e68f873d1_1371_30616942@N00;786432;14;12;2;13;14
1397649264_38da44227d_1219_8580689@N08;786432;12;12;8;11;10
1407340929_c5093f4f2b_1026_11785793@N03;786432;14;14;3;14;14
1409570203_9c4d5e4055_1058_57703073@N00;786432;12;12;3;12;12
1409618381_761c102564_1220_87245500@N00;187500;10;5;0;6;5
1412686082_2dd4049fc1_1433_47579487@N00;159500;10;10;1;10;10
1417594569_32002fbb06_1226_99099065@N00;187500;10;3;0;2;5
1423402317_becbd2fd5f_1204_39897684@N00;697344;13;13;12;13;13
1424206908_19e09b98eb_1129_26015892@N00;187500;10;8;3;7;7
1427146665_648863d961_1408_91868513@N00;699392;12;10;1;10;10
1428511991_f4bf04eb34_1011_76791977@N00;699392;12;11;4;11;11
1429903512_28fe415b20_1221_65032759@N00;187500;13;1;0;1;0
1430837146_df351ab8b9_1005_82345126@N00;786432;12;11;4;11;11
1434547984_1bcd1c63bc_1327_45295246@N00;167000;11;11;3;11;11
1442531591_48f0dd9e77_1311_14195947@N06;786432;11;10;3;9;10
1449263378_9f991bc9cb_1166_14227920@N03;187500;10;2;0;2;2
1471513298_d6d93f88ee_1319_87203276@N00;699392;11;11;7;11;11
1478532793_0045bb5241_1324_70789643@N00;696320;10;10;4;10;9
1479859058_62e2df97c7_1019_10709123@N05;786432;11;11;3;11;11
1480478700_17a2ab1382_1204_21321692@N00;166500;12;12;3;12;12
1485192004_9ec243dd1f_1144_14550642@N03;786432;11;10;1;9;9
1505497699_12200e1f04_2270_96029652@N00;697344;11;11;3;11;11
1505500227_3746ac8ac3_2300_96029652@N00;699392;11;11;3;11;11
1521593706_21da57088f_2408_9474286@N05;699392;12;12;5;12;12
1527133352_4bf3b231bc_2183_13539662@N07;187500;10;4;0;4;3
1533837799_981be796e9_2342_10727138@N07;699392;13;13;7;11;12
1534547698_884799bad5_2158_10054180@N07;187500;11;11;1;8;8
1540448026_4b8c4033fc_2248_81307164@N00;786432;12;12;7;12;12
1548471436_d0794c2ca4_2184_13337950@N07;701440;10;10;7;10;10
1551581229_2defcd5178_2303_8764209@N07;187500;11;2;0;1;1
1561893999_d9a2ba55f0_2007_50952567@N00;786432;13;11;5;11;11
1566014617_c48ef6d759_2273_51035735481@N01;699392;10;10;8;10;10
1571504354_91216d91d7_2263_14323133@N07;786432;11;10;6;10;10
1581816065_352a78aa81_2339_15138267@N07;786432;12;12;4;13;13
1582359218_42122ae3dc_2378_93924702@N00;699392;11;11;2;11;11
1590123553_1a86127899_2177_39243516@N00;786432;12;12;6;12;12
1592620986_a6f26c9815_2164_50007725@N00;701440;13;13;6;13;13
1593194744_bc6676b745_2234_11782526@N02;712932;12;10;5;10;10
1604884018_e022cabb05_2378_13778848@N02;786432;12;12;3;12;12
1607754633_31e15514d1_2189_41894185690@N01;786432;12;12;2;12;12
1632307523_f38d0e3131_2285_49503013906@N01;187500;12;10;1;10;9
1698175667_7fdf2dbe8c_2365_31909437@N00;699392;10;10;7;10;10
1753014218_842141e930_2257_98568706@N00;698368;12;12;10;12;12
1758417272_f69a5e7f80_2245_33524324@N00;786432;10;10;6;10;10
1779819001_5fc5ac0409_2405_82355343@N00;187500;10;7;0;7;6
1795251161_d9bc07b83c_2249_58946917@N00;187500;10;10;0;10;9
1810848028_06b4e2e504_2099_56786538@N00;698368;11;11;9;11;11
1825885868_e526b5cee2_2263_16568255@N00;166500;10;7;1;7;6
1827014561_58aa7440d7_2206_7319672@N05;187500;10;6;0;5;4
1842460055_a79166f81d_2241_13364571@N06;187500;12;10;1;10;8
1844189001_8a9869a80b_2116_17655193@N05;185000;11;11;3;11;11
1844547764_f8201176f2_2384_33767614@N00;786432;14;13;2;13;13
1857838919_fa65ca8667_2109_94881763@N00;838656;12;12;7;12;12
1869606619_507f2266b6_2308_11068578@N02;786432;12;12;6;12;12
1911637116_2f63fc6b2d_2240_11449459@N02;786432;11;10;3;10;10
1920048619_03625022e4_2198_10116018@N02;187500;13;13;2;13;13
1930332057_c711c89f03_2138_13818978@N07;745472;11;11;5;11;11
1945416500_34e8a7ac46_2145_21657526@N00;786432;11;11;5;11;11
1996333298_2b9fe3633d_2308_27384730@N00;723968;11;11;9;11;11
2035785778_6f61a7f590_2031_25064658@N00;786432;13;11;2;11;11
2036535634_df4779562e_2073_24588254@N00;786432;14;14;2;14;14
2036651326_6d67e6f8b4_2071_37996599986@N01;699392;13;13;6;13;13
2042598402_e0c33acc9f_2033_53089383@N00;699392;12;12;5;12;12
2044820489_86a4900be3_2376_61605266@N00;166000;12;0;0;0;0
2044985227_4c5571c072_2244_98359355@N00;784384;12;12;10;12;12
2045740765_9df64be862_2053_8430900@N06;166000;12;1;0;1;0
2045780642_aac8bbcff5_2210_98359355@N00;784384;13;13;8;13;13
2046533148_a75599f23c_2297_8430900@N06;166000;12;2;0;1;1
2046725432_35859ed4cb_2244_15813282@N08;731136;14;14;5;13;14
2052044947_303dde606e_2179_15622232@N07;786432;12;12;8;12;12
2052048389_08ff868ae5_2243_15622232@N07;786432;12;12;10;12;12
2057327414_80f6864dfe_2231_14389816@N07;786432;12;12;7;12;12
2059944241_da44ff1520_2351_98568706@N00;699392;12;11;4;10;11
2061788160_e277c7708a_2202_14098276@N03;786432;12;11;5;11;11
2073125953_ab78fca243_2264_7979390@N08;786432;14;14;5;13;12
2073444584_13e79dd617_2195_17989175@N00;140748;11;6;0;7;2
2075207468_50998ad8de_2280_93782274@N00;187000;14;10;0;10;8
2075386026_3f1b51c058_2239_8801056@N06;699392;14;14;7;14;13
2075850614_a349611aa5_2043_9349261@N08;187500;12;11;0;10;9
2076623708_932750899f_2162_37608096@N00;775304;14;14;8;14;14
2079541182_61b55f4999_2161_25918695@N00;187500;14;9;0;9;7
2082506449_0e42518fc8_2141_21535345@N08;786432;12;12;4;12;11
2084742510_37fe5244b0_2184_17337515@N04;786432;11;10;4;10;11
2086123356_ca7f47dfe8_2352_39454436@N00;786432;12;12;6;12;12
2087387359_4c09f54b12_2197_75759950@N00;786432;14;13;2;13;13
2088404353_43e0dc8e70_2088_37293655@N00;699392;13;13;5;13;13
2088416633_51e97f8f5d_2404_14137429@N00;187500;12;9;0;9;9
2098524911_733318b532_2137_82585578@N00;786432;11;11;10;11;11
2100154144_7a92f57812_2332_18385773@N05;165000;12;12;6;12;12
2101058854_2ea705cfb0_2221_8694537@N03;786432;11;11;7;11;11
2102080629_037c9e6ce7_2157_8666090@N07;665892;12;12;3;12;12
2102657321_eb6b3fb1ea_2037_69545546@N00;701440;12;12;6;11;11
2108630905_fa758c72e1_2210_21824283@N04;784384;12;12;4;12;12
2108764821_f95980b9b8_2241_44422170@N00;890880;14;14;13;14;14
2111247802_ab0513f4ab_2193_8022776@N05;786432;11;11;4;11;11
2114743721_7f026060f7_2300_56296827@N00;697344;14;13;10;13;13
2117363736_546449ff67_2293_21924435@N03;786432;11;11;6;11;11
2118497199_6b8f1fe60d_2189_21959339@N06;699392;11;11;6;11;11
2124635932_22a593181d_2187_21992961@N04;786432;11;11;8;11;11
2125669130_65ee3c6218_2361_31017629@N00;699392;14;14;4;14;14
2131900159_04f560f9ef_2243_75424091@N00;786432;14;13;2;13;13
2134197007_b603d5b32c_2130_22051181@N05;786432;14;14;0;12;13
2135046575_c4c6f1de6d_2407_14800077@N07;786432;14;14;4;14;14
2135054834_0e461f130f_2250_87701254@N00;699392;11;11;9;11;11
2138508657_02d24fbd74_2276_21916317@N08;786432;12;12;8;12;12
2141805522_863e27807f_2418_34621927@N00;825344;11;11;9;11;11
2145731752_34ef0f1858_2395_11062543@N08;187500;13;2;0;2;1
2147962163_f36166627e_2399_18843012@N00;701440;14;14;9;14;14
2164260510_a03bfe6052_2036_60992346@N00;167000;12;12;3;12;12
2167553332_8d9c9f8066_2394_21507031@N04;699392;13;13;6;13;12
2177014886_284d61522c_2335_8227466@N05;167000;11;9;0;8;7
